param	prob	nSim	combination	correct_inference
rInfSC	0.249222912966252	478	flu	incorrect
data	0.810483377856855	478	flu	incorrect
alpha	0.286833925399645	479	flu	incorrect
beta	0.239897868561279	479	flu	incorrect
rSC	0.239076376554174	479	flu	incorrect
rInfSC	0.253552397868561	479	flu	incorrect
data	0.810587648345889	479	flu	incorrect
alpha	0.258148312611012	48	flu	incorrect
beta	0.236301065719361	48	flu	incorrect
rSC	0.241407637655417	48	flu	incorrect
rInfSC	0.244404973357016	48	flu	incorrect
data	0.807522626421774	48	flu	incorrect
alpha	0.274267317939609	480	flu	incorrect
beta	0.247646536412078	480	flu	incorrect
rSC	0.237744227353464	480	flu	incorrect
rInfSC	0.250133214920071	480	flu	incorrect
data	0.810583430996445	480	flu	incorrect
alpha	0.232748667850799	481	flu	incorrect
beta	0.240985790408526	481	flu	incorrect
rSC	0.236833925399645	481	flu	incorrect
rInfSC	0.248090586145648	481	flu	incorrect
data	0.809613810251903	481	flu	incorrect
alpha	0.28616785079929	482	flu	incorrect
beta	0.247224689165187	482	flu	incorrect
rSC	0.248179396092362	482	flu	incorrect
rInfSC	0.252930728241563	482	flu	incorrect
data	0.809622235453607	482	flu	incorrect
alpha	0.215008880994671	483	flu	incorrect
beta	0.246647424511545	483	flu	incorrect
rSC	0.242473357015986	483	flu	incorrect
rInfSC	0.256372113676732	483	flu	incorrect
data	0.811050061703296	483	flu	incorrect
alpha	0.324622557726465	484	flu	incorrect
beta	0.239498223801066	484	flu	incorrect
rSC	0.238010657193606	484	flu	incorrect
rInfSC	0.24136323268206	484	flu	incorrect
data	0.805551103765875	484	flu	incorrect
alpha	0.225355239786856	485	flu	incorrect
beta	0.244182948490231	485	flu	incorrect
rSC	0.231349911190053	485	flu	incorrect
rInfSC	0.249267317939609	485	flu	incorrect
data	0.809503422214613	485	flu	incorrect
alpha	0.278552397868561	486	flu	incorrect
beta	0.231594138543517	486	flu	incorrect
rSC	0.229440497335702	486	flu	incorrect
rInfSC	0.248912078152753	486	flu	incorrect
data	0.808189646492108	486	flu	incorrect
alpha	0.272535523978686	487	flu	incorrect
beta	0.236323268206039	487	flu	incorrect
rSC	0.235657193605684	487	flu	incorrect
rInfSC	0.249955595026643	487	flu	incorrect
data	0.80772647822767	487	flu	incorrect
alpha	0.202420071047957	488	flu	incorrect
beta	0.247668738898757	488	flu	incorrect
rSC	0.244271758436945	488	flu	incorrect
rInfSC	0.260435168738899	488	flu	incorrect
data	0.8115017941941	488	flu	incorrect
alpha	0.247113676731794	489	flu	incorrect
beta	0.236634103019538	489	flu	incorrect
rSC	0.233947602131439	489	flu	incorrect
rInfSC	0.251021314387211	489	flu	incorrect
data	0.807482517127633	489	flu	incorrect
alpha	0.226443161634103	49	flu	incorrect
beta	0.234103019538188	49	flu	incorrect
rSC	0.236700710479574	49	flu	incorrect
rInfSC	0.241829484902309	49	flu	incorrect
data	0.80950492705183	49	flu	incorrect
alpha	0.298712255772647	490	flu	incorrect
beta	0.233992007104796	490	flu	incorrect
rSC	0.235701598579041	490	flu	incorrect
rInfSC	0.246558614564831	490	flu	incorrect
data	0.807316503202664	490	flu	incorrect
alpha	0.317317939609236	491	flu	incorrect
beta	0.230217584369449	491	flu	incorrect
rSC	0.225865896980462	491	flu	incorrect
rInfSC	0.235479573712256	491	flu	incorrect
data	0.803881946206547	491	flu	incorrect
alpha	0.24984458259325	492	flu	incorrect
beta	0.248801065719361	492	flu	incorrect
rSC	0.251132326820604	492	flu	incorrect
rInfSC	0.246669626998224	492	flu	incorrect
data	0.810945793548481	492	flu	incorrect
alpha	0.218738898756661	493	flu	incorrect
beta	0.243272646536412	493	flu	incorrect
rSC	0.24196269982238	493	flu	incorrect
rInfSC	0.24940053285968	493	flu	incorrect
data	0.810967555354836	493	flu	incorrect
alpha	0.240541740674956	494	flu	incorrect
beta	0.240674955595027	494	flu	incorrect
rSC	0.242806394316163	494	flu	incorrect
rInfSC	0.258747779751332	494	flu	incorrect
data	0.811055452314705	494	flu	incorrect
alpha	0.252420071047957	495	flu	incorrect
beta	0.243250444049734	495	flu	incorrect
rSC	0.245226465364121	495	flu	incorrect
rInfSC	0.24791296625222	495	flu	incorrect
data	0.810182902775452	495	flu	incorrect
alpha	0.238188277087034	496	flu	incorrect
beta	0.24895648312611	496	flu	incorrect
rSC	0.236079040852576	496	flu	incorrect
rInfSC	0.247735346358792	496	flu	incorrect
data	0.810553189401527	496	flu	incorrect
alpha	0.230261989342806	497	flu	incorrect
beta	0.243339253996448	497	flu	incorrect
rSC	0.237544404973357	497	flu	incorrect
rInfSC	0.248423623445826	497	flu	incorrect
data	0.809655806175248	497	flu	incorrect
alpha	0.255195381882771	498	flu	incorrect
beta	0.24003108348135	498	flu	incorrect
rSC	0.246380994671403	498	flu	incorrect
rInfSC	0.255217584369449	498	flu	incorrect
data	0.809210684282948	498	flu	incorrect
alpha	0.24360568383659	499	flu	incorrect
beta	0.235790408525755	499	flu	incorrect
rSC	0.239564831261101	499	flu	incorrect
rInfSC	0.246158969804618	499	flu	incorrect
data	0.81055351479729	499	flu	incorrect
alpha	0.212033747779751	5	flu	incorrect
beta	0.245448490230906	5	flu	incorrect
rSC	0.25164298401421	5	flu	incorrect
rInfSC	0.257193605683837	5	flu	incorrect
data	0.812909461880552	5	flu	incorrect
alpha	0.323934280639432	50	flu	incorrect
beta	0.232482238010657	50	flu	incorrect
rSC	0.228907637655417	50	flu	incorrect
rInfSC	0.250088809946714	50	flu	incorrect
data	0.805666427821734	50	flu	incorrect
alpha	0.243095026642984	500	flu	incorrect
beta	0.244915630550622	500	flu	incorrect
rSC	0.24300621669627	500	flu	incorrect
rInfSC	0.249333925399645	500	flu	incorrect
data	0.80913967568807	500	flu	incorrect
alpha	0.239498223801066	501	flu	incorrect
beta	0.228108348134991	501	flu	incorrect
rSC	0.232637655417407	501	flu	incorrect
rInfSC	0.23898756660746	501	flu	incorrect
data	0.807000750585716	501	flu	incorrect
alpha	0.228952042628774	502	flu	incorrect
beta	0.242761989342806	502	flu	incorrect
rSC	0.245626110124334	502	flu	incorrect
rInfSC	0.252442273534636	502	flu	incorrect
data	0.808798018862789	502	flu	incorrect
alpha	0.216540852575488	503	flu	incorrect
beta	0.234591474245115	503	flu	incorrect
rSC	0.242539964476021	503	flu	incorrect
rInfSC	0.246913854351687	503	flu	incorrect
data	0.80848019830424	503	flu	incorrect
alpha	0.225288632326821	504	flu	incorrect
beta	0.246647424511545	504	flu	incorrect
rSC	0.248734458259325	504	flu	incorrect
rInfSC	0.260390763765542	504	flu	incorrect
data	0.810950001092565	504	flu	incorrect
alpha	0.268849911190053	505	flu	incorrect
beta	0.23838809946714	505	flu	incorrect
rSC	0.239542628774423	505	flu	incorrect
rInfSC	0.240053285968028	505	flu	incorrect
data	0.806881830196207	505	flu	incorrect
alpha	0.211234458259325	506	flu	incorrect
beta	0.245781527531083	506	flu	incorrect
rSC	0.234502664298401	506	flu	incorrect
rInfSC	0.243827708703375	506	flu	incorrect
data	0.811059335988762	506	flu	incorrect
alpha	0.229351687388988	507	flu	incorrect
beta	0.247735346358792	507	flu	incorrect
rSC	0.244316163410302	507	flu	incorrect
rInfSC	0.259902309058615	507	flu	incorrect
data	0.811200613319533	507	flu	incorrect
alpha	0.234191829484902	508	flu	incorrect
beta	0.241762877442274	508	flu	incorrect
rSC	0.246603019538188	508	flu	incorrect
rInfSC	0.261478685612789	508	flu	incorrect
data	0.809945904566311	508	flu	incorrect
alpha	0.397890763765542	509	flu	incorrect
beta	0.234258436944938	509	flu	incorrect
rSC	0.231039076376554	509	flu	incorrect
rInfSC	0.245248667850799	509	flu	incorrect
data	0.804995049100672	509	flu	incorrect
alpha	0.213432504440497	51	flu	incorrect
beta	0.243983126110124	51	flu	incorrect
rSC	0.240230905861456	51	flu	incorrect
rInfSC	0.257926287744227	51	flu	incorrect
data	0.8116943068954	51	flu	incorrect
alpha	0.287744227353464	510	flu	incorrect
beta	0.237477797513321	510	flu	incorrect
rSC	0.234769094138544	510	flu	incorrect
rInfSC	0.245293072824156	510	flu	incorrect
data	0.808609414311611	510	flu	incorrect
alpha	0.223246003552398	511	flu	incorrect
beta	0.240297513321492	511	flu	incorrect
rSC	0.237078152753108	511	flu	incorrect
rInfSC	0.250088809946714	511	flu	incorrect
data	0.811660079802298	511	flu	incorrect
alpha	0.221314387211368	512	flu	incorrect
beta	0.229373889875666	512	flu	incorrect
rSC	0.226265541740675	512	flu	incorrect
rInfSC	0.231372113676732	512	flu	incorrect
data	0.808614340257175	512	flu	incorrect
alpha	0.237455595026643	513	flu	incorrect
beta	0.238055062166963	513	flu	incorrect
rSC	0.233303730017762	513	flu	incorrect
rInfSC	0.239298401420959	513	flu	incorrect
data	0.80920669396806	513	flu	incorrect
alpha	0.261478685612789	514	flu	incorrect
beta	0.237100355239787	514	flu	incorrect
rSC	0.239675843694494	514	flu	incorrect
rInfSC	0.243561278863233	514	flu	incorrect
data	0.807237534889622	514	flu	incorrect
alpha	0.203330373001776	515	flu	incorrect
beta	0.240075488454707	515	flu	incorrect
rSC	0.245182060390764	515	flu	incorrect
rInfSC	0.24658081705151	515	flu	incorrect
data	0.810798883468237	515	flu	incorrect
alpha	0.250532859680284	516	flu	incorrect
beta	0.2351243339254	516	flu	incorrect
rSC	0.241096802841918	516	flu	incorrect
rInfSC	0.247824156305506	516	flu	incorrect
data	0.807900465011716	516	flu	incorrect
alpha	0.263277087033748	517	flu	incorrect
beta	0.242340142095915	517	flu	incorrect
rSC	0.249356127886323	517	flu	incorrect
rInfSC	0.249333925399645	517	flu	incorrect
data	0.809321615225094	517	flu	incorrect
alpha	0.218783303730018	518	flu	incorrect
beta	0.241918294849023	518	flu	incorrect
rSC	0.239920071047957	518	flu	incorrect
rInfSC	0.255683836589698	518	flu	incorrect
data	0.811621268992076	518	flu	incorrect
alpha	0.25863676731794	519	flu	incorrect
beta	0.24211811722913	519	flu	incorrect
rSC	0.237011545293073	519	flu	incorrect
rInfSC	0.25148756660746	519	flu	incorrect
data	0.808284522285101	519	flu	incorrect
alpha	0.213876554174068	52	flu	incorrect
beta	0.252042628774423	52	flu	incorrect
rSC	0.255928063943162	52	flu	incorrect
rInfSC	0.264609236234458	52	flu	incorrect
data	0.812205573140581	52	flu	incorrect
alpha	0.220626110124334	520	flu	incorrect
beta	0.238965364120782	520	flu	incorrect
rSC	0.247602131438721	520	flu	incorrect
rInfSC	0.250688277087034	520	flu	incorrect
data	0.809353937965469	520	flu	incorrect
alpha	0.238432504440497	521	flu	incorrect
beta	0.239520426287744	521	flu	incorrect
rSC	0.236389875666075	521	flu	incorrect
rInfSC	0.261079040852575	521	flu	incorrect
data	0.811065673529747	521	flu	incorrect
alpha	0.218317051509769	522	flu	incorrect
beta	0.23883214920071	522	flu	incorrect
rSC	0.240741563055062	522	flu	incorrect
rInfSC	0.249045293072824	522	flu	incorrect
data	0.810574110690863	522	flu	incorrect
alpha	0.260501776198934	523	flu	incorrect
beta	0.245914742451155	523	flu	incorrect
rSC	0.243650088809947	523	flu	incorrect
rInfSC	0.251820603907638	523	flu	incorrect
data	0.810778866087473	523	flu	incorrect
alpha	0.414631438721137	524	flu	incorrect
beta	0.231660746003552	524	flu	incorrect
rSC	0.235945825932504	524	flu	incorrect
rInfSC	0.243383658969805	524	flu	incorrect
data	0.804669539934684	524	flu	incorrect
alpha	0.243827708703375	525	flu	incorrect
beta	0.241274422735346	525	flu	incorrect
rSC	0.242717584369449	525	flu	incorrect
rInfSC	0.249733570159858	525	flu	incorrect
data	0.808472232637887	525	flu	incorrect
alpha	0.263654529307282	526	flu	incorrect
beta	0.240208703374778	526	flu	incorrect
rSC	0.235612788632327	526	flu	incorrect
rInfSC	0.25253108348135	526	flu	incorrect
data	0.807820300960213	526	flu	incorrect
alpha	0.274800177619893	527	flu	incorrect
beta	0.233170515097691	527	flu	incorrect
rSC	0.234569271758437	527	flu	incorrect
rInfSC	0.249000888099467	527	flu	incorrect
data	0.808721498998418	527	flu	incorrect
alpha	0.21607460035524	528	flu	incorrect
beta	0.247402309058615	528	flu	incorrect
rSC	0.248334813499112	528	flu	incorrect
rInfSC	0.257548845470693	528	flu	incorrect
data	0.811197460539192	528	flu	incorrect
alpha	0.365874777975133	529	flu	incorrect
beta	0.236079040852576	529	flu	incorrect
rSC	0.237233570159858	529	flu	incorrect
rInfSC	0.240452930728242	529	flu	incorrect
data	0.804884945839311	529	flu	incorrect
alpha	0.23408081705151	53	flu	incorrect
beta	0.245404085257549	53	flu	incorrect
rSC	0.248468028419183	53	flu	incorrect
rInfSC	0.255750444049734	53	flu	incorrect
data	0.810464279529955	53	flu	incorrect
alpha	0.365608348134991	530	flu	incorrect
beta	0.230617229129663	530	flu	incorrect
rSC	0.230683836589698	530	flu	incorrect
rInfSC	0.247602131438721	530	flu	incorrect
data	0.80554394172839	530	flu	incorrect
alpha	0.274333925399645	531	flu	incorrect
beta	0.23943161634103	531	flu	incorrect
rSC	0.228285968028419	531	flu	incorrect
rInfSC	0.241141207815275	531	flu	incorrect
data	0.80756875530929	531	flu	incorrect
alpha	0.213676731793961	532	flu	incorrect
beta	0.24598134991119	532	flu	incorrect
rSC	0.256127886323268	532	flu	incorrect
rInfSC	0.25313055062167	532	flu	incorrect
data	0.812129585529708	532	flu	incorrect
alpha	0.220737122557726	533	flu	incorrect
beta	0.247335701598579	533	flu	incorrect
rSC	0.249045293072824	533	flu	incorrect
rInfSC	0.261034635879218	533	flu	incorrect
data	0.812268925839811	533	flu	incorrect
alpha	0.191407637655417	534	flu	incorrect
beta	0.247291296625222	534	flu	incorrect
rSC	0.252997335701599	534	flu	incorrect
rInfSC	0.258658969804618	534	flu	incorrect
data	0.812902894982112	534	flu	incorrect
alpha	0.242384547069272	535	flu	incorrect
beta	0.244249555950266	535	flu	incorrect
rSC	0.245581705150977	535	flu	incorrect
rInfSC	0.252642095914742	535	flu	incorrect
data	0.810291383337699	535	flu	incorrect
alpha	0.223623445825932	536	flu	incorrect
beta	0.236500888099467	536	flu	incorrect
rSC	0.234591474245115	536	flu	incorrect
rInfSC	0.244182948490231	536	flu	incorrect
data	0.807738959729162	536	flu	incorrect
alpha	0.197002664298401	537	flu	incorrect
beta	0.250821492007105	537	flu	incorrect
rSC	0.247002664298401	537	flu	incorrect
rInfSC	0.258348134991119	537	flu	incorrect
data	0.812933089989277	537	flu	incorrect
alpha	0.364453818827709	538	flu	incorrect
beta	0.23332593250444	538	flu	incorrect
rSC	0.235834813499112	538	flu	incorrect
rInfSC	0.244715808170515	538	flu	incorrect
data	0.806525281351142	538	flu	incorrect
alpha	0.277242451154529	539	flu	incorrect
beta	0.240364120781528	539	flu	incorrect
rSC	0.236367673179396	539	flu	incorrect
rInfSC	0.246603019538188	539	flu	incorrect
data	0.809800990309882	539	flu	incorrect
alpha	0.283658969804618	54	flu	incorrect
beta	0.244427175843694	54	flu	incorrect
rSC	0.248290408525755	54	flu	incorrect
rInfSC	0.249689165186501	54	flu	incorrect
data	0.809049369032009	54	flu	incorrect
alpha	0.324644760213144	540	flu	incorrect
beta	0.232038188277087	540	flu	incorrect
rSC	0.226687388987567	540	flu	incorrect
rInfSC	0.242695381882771	540	flu	incorrect
data	0.80511521331721	540	flu	incorrect
alpha	0.369960035523979	541	flu	incorrect
beta	0.243361456483126	541	flu	incorrect
rSC	0.247113676731794	541	flu	incorrect
rInfSC	0.25446269982238	541	flu	incorrect
data	0.808274246499781	541	flu	incorrect
alpha	0.287522202486679	542	flu	incorrect
beta	0.235879218472469	542	flu	incorrect
rSC	0.232659857904085	542	flu	incorrect
rInfSC	0.240674955595027	542	flu	incorrect
data	0.805962518723756	542	flu	incorrect
alpha	0.235657193605684	543	flu	incorrect
beta	0.240452930728242	543	flu	incorrect
rSC	0.241007992895204	543	flu	incorrect
rInfSC	0.247846358792185	543	flu	incorrect
data	0.809750921598398	543	flu	incorrect
alpha	0.360746003552398	544	flu	incorrect
beta	0.233237122557726	544	flu	incorrect
rSC	0.236856127886323	544	flu	incorrect
rInfSC	0.248246003552398	544	flu	incorrect
data	0.805037449652067	544	flu	incorrect
alpha	0.217673179396092	545	flu	incorrect
beta	0.247113676731794	545	flu	incorrect
rSC	0.245426287744227	545	flu	incorrect
rInfSC	0.251443161634103	545	flu	incorrect
data	0.80962483523083	545	flu	incorrect
alpha	0.272158081705151	546	flu	incorrect
beta	0.245959147424512	546	flu	incorrect
rSC	0.239920071047957	546	flu	incorrect
rInfSC	0.252175843694494	546	flu	incorrect
data	0.808507986326421	546	flu	incorrect
alpha	0.242939609236234	547	flu	incorrect
beta	0.239231793960924	547	flu	incorrect
rSC	0.235657193605684	547	flu	incorrect
rInfSC	0.244782415630551	547	flu	incorrect
data	0.807477840847681	547	flu	incorrect
alpha	0.235834813499112	548	flu	incorrect
beta	0.230928063943162	548	flu	incorrect
rSC	0.227331261101243	548	flu	incorrect
rInfSC	0.23883214920071	548	flu	incorrect
data	0.807026895739393	548	flu	incorrect
alpha	0.270004440497336	549	flu	incorrect
beta	0.244804618117229	549	flu	incorrect
rSC	0.237810834813499	549	flu	incorrect
rInfSC	0.245426287744227	549	flu	incorrect
data	0.809078808624123	549	flu	incorrect
alpha	0.24658081705151	55	flu	incorrect
beta	0.237833037300178	55	flu	incorrect
rSC	0.245115452930728	55	flu	incorrect
rInfSC	0.248046181172291	55	flu	incorrect
data	0.808496071673664	55	flu	incorrect
alpha	0.220803730017762	550	flu	incorrect
beta	0.251443161634103	550	flu	incorrect
rSC	0.254418294849023	550	flu	incorrect
rInfSC	0.257970692717584	550	flu	incorrect
data	0.810663938994598	550	flu	incorrect
alpha	0.25566163410302	551	flu	incorrect
beta	0.235102131438721	551	flu	incorrect
rSC	0.235301953818828	551	flu	incorrect
rInfSC	0.252841918294849	551	flu	incorrect
data	0.809237519469487	551	flu	incorrect
alpha	0.260279751332149	552	flu	incorrect
beta	0.235013321492007	552	flu	incorrect
rSC	0.23259325044405	552	flu	incorrect
rInfSC	0.241762877442274	552	flu	incorrect
data	0.806268458391117	552	flu	incorrect
alpha	0.24702486678508	553	flu	incorrect
beta	0.238610124333925	553	flu	incorrect
rSC	0.239009769094139	553	flu	incorrect
rInfSC	0.244427175843694	553	flu	incorrect
data	0.80894781892769	553	flu	incorrect
alpha	0.248157193605684	554	flu	incorrect
beta	0.234014209591474	554	flu	incorrect
rSC	0.239786856127886	554	flu	incorrect
rInfSC	0.248978685612789	554	flu	incorrect
data	0.809917252798943	554	flu	incorrect
alpha	0.425355239786856	555	flu	incorrect
beta	0.232815275310835	555	flu	incorrect
rSC	0.228152753108348	555	flu	incorrect
rInfSC	0.238943161634103	555	flu	incorrect
data	0.803660944778404	555	flu	incorrect
alpha	0.32053730017762	556	flu	incorrect
beta	0.232926287744227	556	flu	incorrect
rSC	0.238698934280639	556	flu	incorrect
rInfSC	0.240097690941385	556	flu	incorrect
data	0.806092685383072	556	flu	incorrect
alpha	0.237300177619893	557	flu	incorrect
beta	0.251065719360568	557	flu	incorrect
rSC	0.242007104795737	557	flu	incorrect
rInfSC	0.257815275310835	557	flu	incorrect
data	0.811601300930211	557	flu	incorrect
alpha	0.252242451154529	558	flu	incorrect
beta	0.232770870337478	558	flu	incorrect
rSC	0.234391651865009	558	flu	incorrect
rInfSC	0.237744227353464	558	flu	incorrect
data	0.80764380738266	558	flu	incorrect
alpha	0.363676731793961	559	flu	incorrect
beta	0.238698934280639	559	flu	incorrect
rSC	0.235679396092362	559	flu	incorrect
rInfSC	0.251976021314387	559	flu	incorrect
data	0.806084714100487	559	flu	incorrect
alpha	0.243916518650089	56	flu	incorrect
